presynaptic cell,postsynaptic cell,weight
ADAL,ADAR,0.092504
ADAL,ASHL,0.021489
ADAL,AVAL,-0.011104
ADAL,AVAR,-0.010898
ADAL,AVBL,-0.011543
ADAL,AVBR,-0.001975
ADAL,AVDL,-0.006632
ADAL,AVDR,0.008926
ADAL,AVEL,0.005427
ADAL,AVER,-0.009421
ADAL,AVJL,-0.008384
ADAL,AVJR,0.003568
ADAL,AWBL,0.007388
ADAL,FLPR,-0.002693
ADAL,OLQVL,0.009568
ADAL,RICL,0.018308
ADAL,RICR,-0.004982
ADAL,RIML,0.007013
ADAL,RIPL,0.002676
ADAL,SAADL,0.008069
ADAL,SMDVR,-0.006400
ADAL,URXL,0.004541
ADAR,ADAL,0.074114
ADAR,ADER,0.034220
ADAR,ASHR,0.000980
ADAR,AVAL,0.019433
ADAR,AVAR,0.005739
ADAR,AVBL,0.006622
ADAR,AVBR,0.013657
ADAR,AVDL,0.002333
ADAR,AVDR,0.014568
ADAR,AVEL,0.001509
ADAR,AVER,0.003433
ADAR,AVJL,0.000794
ADAR,AWBR,0.002722
ADAR,RICL,0.003651
ADAR,RICR,0.002617
ADAR,RIMR,0.009162
ADAR,RIVR,0.008400
ADAR,RMFR,-0.002567
ADAR,SAADR,0.002768
ADAR,SMDDR,-0.001957
ADAR,SMDVL,0.020104
ADAR,URXR,0.003564
ADEL,ADAL,0.018468
ADEL,ADER,-0.021068
ADEL,AINL,0.020383
ADEL,AQR,-0.002943
ADEL,ASJL,0.053790
ADEL,AVAL,0.013179
ADEL,AVAR,-0.001574
ADEL,AVDL,0.001506
ADEL,AVEL,0.004407
ADEL,AVKL,-0.000544
ADEL,AVKR,0.062271
ADEL,CEPDL,0.005482
ADEL,CEPVL,-0.003006
ADEL,FLPL,0.078743
ADEL,IL2L,0.003943
ADEL,OLLL,-0.023001
ADEL,RIAL,0.006853
ADEL,RIGL,0.006003
ADEL,RIGR,0.000017
ADEL,RIH,0.001886
ADEL,RIVL,0.005454
ADEL,RIVR,0.008538
ADEL,RMDDR,0.024183
ADEL,RMDL,0.003138
ADEL,RMDR,-0.010468
ADEL,RMER,-0.001109
ADEL,RMFR,-0.001625
ADEL,RMGL,0.003796
ADEL,SAADR,-0.009998
ADEL,SAAVL,-0.011860
ADEL,SMBDR,-0.003364
ADEL,SMDDR,-0.001711
ADEL,SMDVL,-0.008057
ADEL,URBL,-0.018386
ADER,ADAR,0.078086
ADER,ADEL,-0.015887
ADER,AINR,0.079926
ADER,ALA,0.018754
ADER,AQR,0.094747
ADER,AVAL,0.044714
ADER,AVAR,0.007167
ADER,AVBR,-0.012663
ADER,AVDR,-0.019849
ADER,AVER,0.009478
ADER,AVJR,0.015984
ADER,AVKL,-0.032278
ADER,AVKR,0.027785
ADER,CEPDR,0.008856
ADER,CEPVR,0.004307
ADER,FLPL,0.050607
ADER,FLPR,0.034208
ADER,OLLR,0.023122
ADER,RIGL,0.005216
ADER,RIGR,0.000267
ADER,RIH,0.002203
ADER,RIML,0.001611
ADER,RIVL,0.007234
ADER,RIVR,0.004268
ADER,RMDDL,0.002157
ADER,RMDL,-0.006372
ADER,RMDR,0.013659
ADER,RMFR,0.000518
ADER,SAADL,0.013957
ADER,SAAVL,-0.000186
ADER,SAAVR,0.015501
ADER,SMBVR,0.033034
ADER,URBR,0.004881
ADLL,ADAL,0.003981
ADLL,ADLR,0.071813
ADLL,AIYL,0.003661
ADLL,ALA,0.096287
ADLL,ASEL,0.040310
ADLL,ASER,0.006465
ADLL,ASGL,0.080963
ADLL,ASHL,0.012417
ADLL,ASKL,0.089198
ADLL,AVAL,0.011284
ADLL,AVAR,0.009271
ADLL,AVBL,0.080116
ADLL,AVDL,0.016758
ADLL,AVDR,0.026718
ADLL,AVEL,0.004996
ADLL,AVHL,0.176338
ADLL,AVHR,0.102610
ADLL,AVJL,0.019404
ADLL,AVJR,0.014080
ADLL,AWAL,0.023430
ADLL,AWBL,0.029517
ADLL,OLQVL,0.006744
ADLL,RIPL,0.015699
ADLL,RMGL,0.000491
ADLL,SMBVL,0.002057
ADLR,ADLL,-0.007360
ADLR,ASER,-0.009807
ADLR,ASHR,-0.043683
ADLR,ASKR,0.008598
ADLR,AVAL,0.019980
ADLR,AVAR,0.002596
ADLR,AVBL,-0.026412
ADLR,AVBR,0.004588
ADLR,AVDL,-0.004288
ADLR,AVDR,0.009663
ADLR,AVER,0.013722
ADLR,AVJL,0.002662
ADLR,AVJR,-0.002295
ADLR,AWAR,0.022215
ADLR,AWBR,0.001867
ADLR,OLLR,-0.000882
ADLR,OLQVR,0.003531
ADLR,RICL,-0.006081
ADLR,RICR,0.001820
ADLR,SMBVR,0.007882
ADLR,URYVR,0.003665
AFDL,AFDR,0.139654
AFDL,AINR,-0.281954
AFDL,AIYL,0.006160
AFDL,AIYR,-0.150629
AFDL,AIZL,-0.005742
AFDL,ASER,-0.104939
AFDL,AWBL,-0.002899
AFDL,BAGR,0.013258
AFDR,AFDL,0.099712
AFDR,AIYR,0.023390
AFDR,AIZR,0.013475
AFDR,ASEL,-0.020564
AFDR,ASER,-0.002858
AFDR,BAGL,-0.021383
AIML,ADAL,0.004653
AIML,AIMR,0.075657
AIML,AIZL,0.000247
AIML,ASGL,-0.002099
AIML,ASHL,0.009829
AIML,ASJL,0.065427
AIML,ASKL,-0.007144
AIML,AVAL,-0.001094
AIML,AVBL,-0.002670
AIML,AVBR,-0.004678
AIML,AVDL,0.002775
AIML,AVDR,0.011595
AIML,AVEL,-0.001435
AIML,AVER,-0.010553
AIML,AVHL,-0.040771
AIML,AVHR,0.021685
AIML,AVJL,0.015688
AIML,AWBL,0.014074
AIML,CEPVL,-0.005749
AIML,RID,0.000613
AIML,RMGL,-0.000442
AIML,SMBDR,-0.000459
AIML,SMBVL,0.004881
AIMR,ADAR,-0.026844
AIMR,AIML,0.116486
AIMR,AIYR,0.047533
AIMR,AIZR,0.002984
AIMR,ASGR,0.057759
AIMR,ASHR,-0.016478
AIMR,ASJR,-0.001082
AIMR,ASKR,-0.063767
AIMR,AVAR,0.015221
AIMR,AVDR,-0.001455
AIMR,AVJR,0.008702
AIMR,AWBR,0.018955
AIMR,OLQDR,0.002370
AIMR,RICR,0.017131
AIMR,SMBDL,-0.003593
AIMR,URXR,-0.001848
AINL,ADEL,0.007504
AINL,AFDL,-0.042317
AINL,AFDR,-0.011704
AINL,AINR,-0.400561
AINL,AIYR,-0.028872
AINL,ASEL,-0.010448
AINL,ASGL,-0.009139
AINL,ASGR,-0.085538
AINL,AUAL,0.092768
AINL,AUAR,-0.150127
AINL,AVAR,-0.022723
AINL,BAGL,-0.007967
AINL,BAGR,-0.021049
AINL,CEPVR,0.003014
AINL,RIAR,-0.027436
AINL,RIBL,0.002196
AINL,RIBR,-0.004666
AINL,RID,0.000084
AINL,RIMR,0.004750
AINL,URXR,0.013082
AINR,ADER,-0.003081
AINR,AFDL,0.028264
AINR,AFDR,0.009579
AINR,AINL,0.377023
AINR,ASEL,0.015373
AINR,ASER,-0.023738
AINR,ASGL,0.001975
AINR,ASGR,0.181580
AINR,AUAL,-0.068393
AINR,AUAR,0.106068
AINR,BAGL,0.011081
AINR,BAGR,0.008453
AINR,CEPVL,0.011620
AINR,RIBL,0.003736
AINR,RIBR,0.000895
AINR,RID,0.019485
AINR,RIML,0.017862
AIYL,ADLL,-0.000474
AIYL,AFDL,0.049095
AIYL,AIYR,0.108520
AIYL,AIZL,0.003136
AIYL,AIZR,-0.016504
AIYL,ASEL,0.020811
AIYL,ASER,0.074911
AIYL,ASGL,0.006377
AIYL,AUAL,0.006720
AIYL,AVBL,0.028896
AIYL,AWAL,0.004800
AIYL,AWBL,0.010466
AIYL,BAGR,-0.000322
AIYL,RIAL,0.060267
AIYL,RIAR,-0.049146
AIYL,RIBL,0.002006
AIYL,RIBR,-0.001510
AIYL,RIML,0.017664
AIYR,AFDR,-0.198648
AIYR,AIYL,0.004144
AIYR,AIZR,0.037014
AIYR,ASER,0.007567
AIYR,ASGR,-0.028657
AIYR,AUAR,-0.020108
AIYR,AWAR,-0.032246
AIYR,AWBR,-0.023320
AIYR,BAGL,0.006126
AIYR,RIAR,-0.006521
AIYR,RIBR,-0.004041
AIYR,RIMR,-0.003837
AIZL,AFDL,-0.014180
AIZL,AIZR,0.007963
AIZL,ASEL,-0.061845
AIZL,ASER,-0.004030
AIZL,ASGL,-0.019633
AIZL,ASHL,0.005682
AIZL,ASHR,-0.019759
AIZL,AUAL,-0.001578
AIZL,AUAR,0.002340
AIZL,AVDL,-0.012177
AIZL,AVEL,-0.006476
AIZL,AVER,0.018074
AIZL,AWAL,0.000753
AIZL,AWBL,-0.012507
AIZL,BAGR,0.012417
AIZL,RIAL,0.006537
AIZL,RIAR,-0.014999
AIZL,RID,0.000788
AIZL,RIGL,0.056180
AIZL,RIML,0.000275
AIZL,SMBDL,-0.000266
AIZL,SMBDR,0.001195
AIZL,SMBVL,0.001253
AIZL,SMBVR,0.046427
AIZL,URYDL,-0.004744
AIZR,AFDR,0.100765
AIZR,AIYR,0.067564
AIZR,AIZL,0.011324
AIZR,ASEL,0.042281
AIZR,ASER,0.058389
AIZR,ASGR,-0.019918
AIZR,ASHL,-0.011963
AIZR,ASHR,0.055904
AIZR,AUAR,0.006943
AIZR,AVAL,0.020333
AIZR,AVEL,-0.009960
AIZR,AVER,0.040885
AIZR,AWAR,0.001803
AIZR,AWBL,0.007571
AIZR,AWBR,-0.001540
AIZR,BAGL,0.004854
AIZR,RIAL,-0.007507
AIZR,RIAR,0.012432
AIZR,RIBR,-0.011338
AIZR,RIGL,-0.010581
AIZR,RIH,0.002032
AIZR,RIMR,0.051723
AIZR,SMBDL,0.000424
AIZR,SMBDR,0.000080
AIZR,SMBVR,0.092986
AIZR,SMDDR,0.009664
ALA,ADEL,-0.005844
ALA,ADLL,0.001323
ALA,AVAL,0.031177
ALA,AVAR,0.011349
ALA,AVEL,-0.000262
ALA,AVER,-0.052828
ALA,RID,0.014837
ALA,RMDR,-0.035077
AQR,ADER,0.067354
AQR,AUAR,-0.000885
AQR,AVAL,-0.007177
AQR,AVAR,-0.010979
AQR,AVBL,-0.017750
AQR,AVBR,0.002776
AQR,AVDL,0.012821
AQR,AVDR,0.000909
AQR,AVHL,-0.006071
AQR,AVJL,0.003798
AQR,AVKL,0.068104
AQR,AVKR,-0.011375
AQR,BAGL,0.013640
AQR,BAGR,0.001689
AQR,FLPL,-0.002329
AQR,IL1VL,0.004691
AQR,RIAL,-0.001642
AQR,RIAR,-0.008261
AQR,RIGL,-0.007107
AQR,RIGR,-0.002727
AQR,URXL,0.002384
ASEL,ADLL,-0.013554
ASEL,AFDL,-0.031497
ASEL,AFDR,-0.014819
ASEL,AINL,-0.007125
ASEL,AIYL,-0.007786
ASEL,AIYR,0.026742
ASEL,AIZL,-0.045241
ASEL,AIZR,0.014852
ASEL,ASGL,-0.011963
ASEL,ASHL,-0.014815
ASEL,BAGL,0.021805
ASEL,BAGR,-0.015419
ASEL,RIAR,-0.006914
ASER,AFDL,-0.024031
ASER,AFDR,-0.031896
ASER,AIYL,0.004222
ASER,AIYR,-0.012819
ASER,AIZL,0.014967
ASER,AIZR,0.010369
ASER,ASEL,0.018059
ASER,ASIR,0.017828
ASER,AWAR,0.044657
ASER,BAGR,0.015332
ASER,RIAL,0.004554
ASGL,AIML,-0.024043
ASGL,AINL,-0.029190
ASGL,AINR,0.123531
ASGL,AIYL,-0.001535
ASGL,AIZL,-0.002516
ASGL,ASJL,0.006650
ASGL,ASKL,0.050760
ASGL,CEPVL,0.011828
ASGR,AIMR,0.022040
ASGR,AINL,-0.072868
ASGR,AINR,-0.098532
ASGR,AIYR,-0.054682
ASGR,AIZR,-0.013424
ASHL,ADAL,0.034910
ASHL,ADLL,-0.005179
ASHL,AIYL,-0.003700
ASHL,AIZL,0.020545
ASHL,AIZR,-0.020773
ASHL,ASHR,0.072574
ASHL,ASKL,0.009947
ASHL,AVAL,0.001709
ASHL,AVAR,0.000816
ASHL,AVBL,0.018245
ASHL,AVBR,-0.000126
ASHL,AVDL,0.025138
ASHL,AVDR,0.010747
ASHL,AVEL,0.023422
ASHL,AVHR,-0.013639
ASHL,AVJL,0.008990
ASHL,AVJR,0.011682
ASHL,AWAL,0.030998
ASHL,AWBL,0.010370
ASHL,RIAL,0.003418
ASHL,RICL,0.015501
ASHL,RIML,0.006277
ASHL,RIPL,0.002209
ASHL,RMGL,-0.002134
ASHL,SMBVL,0.002178
ASHL,URXL,0.007448
ASHR,ADAR,-0.013846
ASHR,ADLR,-0.064615
ASHR,AIMR,-0.003121
ASHR,AIYR,-0.010076
ASHR,AIZL,-0.020275
ASHR,AIZR,0.039100
ASHR,ASHL,0.057377
ASHR,ASKR,-0.001838
ASHR,AVAL,0.004696
ASHR,AVAR,0.008118
ASHR,AVBL,0.013979
ASHR,AVBR,0.007539
ASHR,AVDL,0.000852
ASHR,AVDR,0.032160
ASHR,AVER,0.028737
ASHR,AVHL,0.064999
ASHR,AVJL,0.008064
ASHR,AWAR,0.019693
ASHR,AWBR,0.021023
ASHR,RIAR,0.003553
ASHR,RICR,0.018367
ASHR,RIMR,0.011465
ASIL,AFDL,0.071660
ASIL,AIYL,-0.005875
ASIL,AIZL,0.007851
ASIL,ASER,0.101590
ASIL,ASGL,0.015925
ASIL,ASHL,0.007267
ASIL,ASIR,0.147380
ASIL,ASKL,0.032341
ASIL,AWAL,-0.031917
ASIL,BAGR,-0.050798
ASIL,CEPVL,-0.002833
ASIL,RIAL,-0.001559
ASIL,RIBL,0.001325
ASIR,ADLR,0.052422
ASIR,AFDR,0.006856
ASIR,AINL,0.069041
ASIR,AIYR,0.025650
ASIR,ASEL,-0.008849
ASIR,ASGR,0.093983
ASIR,ASHR,0.035334
ASIR,ASIL,0.090850
ASIR,ASKR,0.007173
ASIR,AWAR,-0.011323
ASIR,AWBR,0.003556
ASIR,RIAR,0.017828
ASJL,ALA,0.027528
ASJL,ASGL,-0.003860
ASJL,ASJR,0.019555
ASJL,ASKL,0.010615
ASJR,AINR,0.196859
ASJR,ALA,-0.162532
ASJR,ASJL,0.153454
ASJR,ASKR,-0.098207
ASKL,ADAL,-0.003955
ASKL,ADLL,0.135785
ASKL,AIML,0.011466
ASKL,AINL,0.040017
ASKL,ASEL,-0.000644
ASKL,ASGL,0.084848
ASKL,ASIL,0.127920
ASKL,ASJL,0.007669
ASKL,ASKR,0.172282
ASKL,AWBL,0.013423
ASKL,RMGL,-0.003696
ASKL,SMDDR,-0.003161
ASKR,ADLR,0.003199
ASKR,AIMR,-0.016924
ASKR,ASER,-0.019687
ASKR,ASHR,-0.004333
ASKR,ASKL,0.019468
ASKR,AVDR,-0.016873
ASKR,AVJR,-0.008694
ASKR,AWAR,-0.003129
ASKR,CEPVR,0.002960
AUAL,AINL,0.250298
AUAL,AINR,0.346569
AUAL,AIZL,0.000425
AUAL,AUAR,0.121553
AUAL,AVAL,0.048544
AUAL,AVDR,-0.009822
AUAL,AVEL,-0.009755
AUAL,AWBL,0.003746
AUAL,RIAL,0.036259
AUAL,RIBL,0.001069
AUAL,SAAVL,0.046603
AUAL,URXL,0.053901
AUAR,AINL,-0.236503
AUAR,AINR,-0.160433
AUAR,AIYR,-0.023749
AUAR,AIZL,0.001897
AUAR,AIZR,0.004584
AUAR,AUAL,0.074952
AUAR,AVAR,-0.004102
AUAR,AVDL,0.002556
AUAR,AVER,0.009551
AUAR,AWBR,0.000975
AUAR,BAGL,-0.003058
AUAR,RIAR,-0.024080
AUAR,RIBR,-0.001660
AUAR,URXR,0.036760
AVAL,ADEL,0.002379
AVAL,ADER,0.009832
AVAL,AVAR,0.042134
AVAL,AVEL,0.043826
AVAL,RIGR,-0.003576
AVAL,RIML,0.011891
AVAL,RIMR,0.012258
AVAL,URYDL,0.022399
AVAL,URYVL,-0.002832
AVAL,URYVR,0.002969
AVAR,ADER,0.003623
AVAR,AVAL,0.052912
AVAR,AVER,0.040755
AVAR,RIGL,-0.005232
AVAR,RIML,0.014759
AVAR,RIMR,-0.010912
AVAR,RMDVR,0.027466
AVAR,URYDR,0.013201
AVAR,URYVL,0.005015
AVAR,URYVR,0.007823
AVBL,AQR,-0.028685
AVBL,AVBR,0.017660
AVBL,RIBL,0.004265
AVBL,RIBR,0.013687
AVBL,RID,-0.011674
AVBR,AVBL,0.025542
AVBR,AVDR,0.054442
AVBR,AVJR,0.058337
AVBR,RIBL,-0.000941
AVBR,RIBR,0.000215
AVBR,RID,0.002364
AVDL,ADAL,-0.006775
AVDL,ADAR,-0.001515
AVDL,AVDR,0.042571
AVDL,FLPL,0.018849
AVDR,ADAL,0.010761
AVDR,ADAR,0.036566
AVDR,ADLL,0.012433
AVDR,AVDL,0.033538
AVDR,FLPR,0.040580
AVEL,AVAL,0.105573
AVEL,AVER,0.058965
AVEL,CEPVL,-0.030170
AVEL,OLQDR,-0.015533
AVEL,OLQVR,0.014433
AVEL,RIML,0.050569
AVEL,RIMR,0.015825
AVEL,RIS,0.003632
AVEL,RIVL,0.018573
AVEL,RIVR,-0.009237
AVEL,RMDDR,-0.010208
AVEL,RMDVL,0.049387
AVEL,RMDVR,-0.002923
AVEL,RMED,-0.002237
AVEL,RMEL,-0.018742
AVEL,RMER,-0.021563
AVEL,RMEV,0.009720
AVEL,SAAVL,0.012458
AVEL,URYVR,0.006739
AVER,AIZR,0.014094
AVER,AVAR,0.063755
AVER,AVEL,0.042064
AVER,BAGR,-0.002691
AVER,CEPVR,-0.016005
AVER,OLQDL,-0.008144
AVER,OLQVL,0.001360
AVER,RIML,0.012838
AVER,RIMR,-0.030907
AVER,RIVR,0.015886
AVER,RMDDL,0.009204
AVER,RMDVL,0.005647
AVER,RMDVR,0.016966
AVER,RMEV,-0.018486
AVER,URYDR,0.051789
AVER,URYVL,0.017615
AVHL,ADLR,-0.102352
AVHL,AQR,-0.004065
AVHL,ASHR,0.009850
AVHL,AVAR,-0.008553
AVHL,AVBL,-0.044361
AVHL,AVBR,-0.006610
AVHL,AVDL,-0.002697
AVHL,AVJL,0.017127
AVHL,AWBR,-0.003198
AVHL,BAGL,0.012068
AVHL,RIH,-0.001417
AVHL,RIMR,0.001149
AVHL,RIVL,0.036701
AVHL,SMBDR,0.001557
AVHL,SMBVR,0.005983
AVHL,SMDVL,-0.001188
AVHL,URXR,0.012683
AVHR,ADLL,0.050335
AVHR,ADLR,0.087082
AVHR,AINR,0.322751
AVHR,AQR,0.007053
AVHR,ASHL,-0.011174
AVHR,AVAL,-0.008676
AVHR,AVBL,0.021498
AVHR,AVBR,-0.002643
AVHR,AVDR,0.010482
AVHR,AVER,-0.002330
AVHR,AVHL,0.062442
AVHR,AVJL,0.003257
AVHR,AVJR,0.018008
AVHR,AWBL,-0.013731
AVHR,AWBR,0.000208
AVHR,RICL,0.010600
AVHR,RIGL,-0.003601
AVHR,RIML,0.002611
AVHR,RIVR,0.039366
AVHR,SMBDL,0.001413
AVHR,SMBVL,-0.001074
AVHR,SMDVR,-0.000048
AVHR,URXL,0.014330
AVJL,ADAR,-0.021934
AVJL,AIYR,0.022868
AVJL,AQR,0.012020
AVJL,ASKL,0.010206
AVJL,AVAR,0.002844
AVJL,AVBL,0.013041
AVJL,AVBR,-0.003658
AVJL,AVDL,0.046622
AVJL,AVHL,0.043279
AVJL,AVJR,0.027664
AVJL,RIMR,0.012076
AVJL,RIS,0.002792
AVJR,AIYL,-0.000448
AVJR,AQR,-0.000603
AVJR,AVAL,-0.024233
AVJR,AVBL,-0.009083
AVJR,AVBR,0.060964
AVJR,AVDR,-0.024337
AVJR,AVJL,0.019287
AVJR,RID,-0.002840
AVJR,RIML,-0.008807
AVJR,RIS,0.000369
AVKL,ADER,-0.027417
AVKL,AQR,0.075246
AVKL,AVBL,-0.006467
AVKL,AVEL,-0.001983
AVKL,AVER,-0.001961
AVKL,AVKR,0.048848
AVKL,RICL,-0.033754
AVKL,RICR,-0.000743
AVKL,RIGL,0.027204
AVKL,RIGR,0.002596
AVKL,RIML,0.020377
AVKL,RIMR,0.018998
AVKL,RIS,0.001596
AVKL,RIVL,0.002975
AVKL,RMDL,-0.020409
AVKL,RMFR,-0.001426
AVKL,SAADR,-0.001926
AVKL,SAAVR,-0.013575
AVKL,SMBDL,0.005625
AVKL,SMBDR,-0.001530
AVKL,SMBVL,-0.015082
AVKL,SMBVR,-0.030947
AVKL,SMDDL,-0.001001
AVKL,SMDDR,-0.002096
AVKL,SMDVL,0.011209
AVKR,ADEL,0.008317
AVKR,ADER,0.000504
AVKR,AQR,-0.023508
AVKR,AVEL,0.001985
AVKR,AVER,-0.002805
AVKR,AVKL,0.043706
AVKR,FLPL,0.001061
AVKR,RICL,0.091358
AVKR,RICR,0.050200
AVKR,RIGL,-0.045411
AVKR,RIGR,0.012165
AVKR,RIML,-0.027672
AVKR,RIMR,-0.009875
AVKR,RIS,0.002463
AVKR,RIVL,0.000383
AVKR,RIVR,-0.008077
AVKR,RMDL,0.023951
AVKR,RMDR,0.089193
AVKR,RMFR,0.000985
AVKR,SAADL,-0.001706
AVKR,SAAVL,-0.048070
AVKR,SMBDL,0.002363
AVKR,SMBDR,0.024983
AVKR,SMBVR,0.035005
AVKR,SMDDL,-0.004964
AVKR,SMDDR,0.007640
AVKR,SMDVL,-0.005729
AVKR,SMDVR,-0.000558
AWAL,ADAL,0.001955
AWAL,ADLL,0.014507
AWAL,AFDL,0.074289
AWAL,AIML,0.009151
AWAL,AIYL,0.008320
AWAL,AIZL,0.032522
AWAL,ASEL,0.165710
AWAL,ASGL,0.052506
AWAL,ASHL,0.063982
AWAL,ASIL,-0.049470
AWAL,ASKL,-0.000099
AWAL,AUAL,0.010965
AWAL,AWAR,0.022293
AWAL,AWBL,0.062389
AWAR,ADAR,0.009635
AWAR,ADLR,0.138199
AWAR,AFDR,0.133664
AWAR,AIYR,0.039972
AWAR,AIZR,-0.005668
AWAR,ASEL,0.042679
AWAR,ASER,0.224410
AWAR,ASGR,0.163288
AWAR,ASHR,0.057595
AWAR,ASKR,0.108267
AWAR,AUAR,-0.011097
AWAR,AWAL,0.010198
AWAR,AWBR,0.085127
AWAR,RIGR,-0.001331
AWBL,ADAL,-0.004533
AWBL,AIYL,-0.001955
AWBL,AIZL,-0.011587
AWBL,AIZR,0.006427
AWBL,ASEL,-0.022950
AWBL,ASHL,0.001149
AWBL,AUAL,0.001101
AWBL,AVBL,0.018219
AWBL,AVHR,-0.010626
AWBL,AWAL,0.022634
AWBL,AWBR,0.023243
AWBL,RIAL,0.018375
AWBL,RIBL,0.001573
AWBL,RIGL,0.019887
AWBL,RMGL,0.001245
AWBL,SMBDL,0.000807
AWBL,SMBVL,-0.004576
AWBR,ADAR,0.001071
AWBR,AIMR,0.002520
AWBR,AIYR,-0.011273
AWBR,AIZR,-0.011338
AWBR,ASGR,0.011415
AWBR,ASHR,0.021624
AWBR,AUAR,-0.003530
AWBR,AVBR,0.008116
AWBR,AVHL,-0.001737
AWBR,AWAR,0.046156
AWBR,AWBL,0.030106
AWBR,RIAR,0.030845
AWBR,RIBR,0.000356
AWBR,RICL,0.025311
AWBR,RIGR,0.001373
AWBR,RMFR,0.000804
AWBR,SMBDR,0.006641
AWBR,SMBVR,-0.007958
BAGL,AFDR,0.039523
BAGL,AINL,-0.012491
BAGL,AIYR,0.040438
BAGL,AIZR,-0.011892
BAGL,AVAR,-0.005787
BAGL,AVEL,-0.013882
BAGL,AVER,-0.001295
BAGL,BAGR,0.013215
BAGL,RIAR,0.024776
BAGL,RIBL,-0.008520
BAGL,RIBR,0.015112
BAGL,RIGL,0.011210
BAGL,RIGR,0.007303
BAGL,RIMR,-0.033032
BAGL,RMFR,-0.001598
BAGR,AFDL,0.019755
BAGR,AIYL,-0.000262
BAGR,AIZL,0.007094
BAGR,AQR,0.011886
BAGR,AUAL,0.001783
BAGR,AVAL,0.004081
BAGR,AVDL,0.008324
BAGR,AVEL,0.007559
BAGR,AVER,-0.010237
BAGR,BAGL,0.020580
BAGR,OLQVL,0.015320
BAGR,RIAL,0.062757
BAGR,RIBL,0.017245
BAGR,RIBR,0.021650
BAGR,RID,0.003359
BAGR,RIGL,0.021122
BAGR,RIGR,0.032491
BAGR,URXL,0.005211
CEPDL,ADEL,0.002212
CEPDL,AVER,0.015056
CEPDL,CEPDR,0.180816
CEPDL,IL1DL,0.026781
CEPDL,OLLL,-0.001851
CEPDL,OLQDL,0.031304
CEPDL,RIBL,0.008726
CEPDL,RICL,-0.037702
CEPDL,RICR,0.029023
CEPDL,RIH,0.011052
CEPDL,RIPL,-0.004870
CEPDL,RIS,0.005636
CEPDL,RMDVL,-0.008359
CEPDL,RMGL,0.000425
CEPDL,SMBDR,0.004463
CEPDL,SMDDR,0.025370
CEPDL,URADL,-0.002716
CEPDL,URBL,0.018611
CEPDL,URXL,0.067578
CEPDL,URYDL,-0.016193
CEPDR,AVBL,0.012219
CEPDR,AVDR,0.020731
CEPDR,AVEL,0.002811
CEPDR,AVJR,-0.000703
CEPDR,CEPDL,0.082469
CEPDR,IL1DR,-0.001698
CEPDR,OLLR,0.010644
CEPDR,OLQDR,0.011628
CEPDR,RIBR,-0.000263
CEPDR,RICL,-0.021586
CEPDR,RICR,0.013041
CEPDR,RIH,-0.010752
CEPDR,RIS,-0.003971
CEPDR,RMDDL,0.006322
CEPDR,RMDDR,0.006998
CEPDR,RMDR,-0.010584
CEPDR,RMDVR,-0.002770
CEPDR,SMBDL,0.003325
CEPDR,SMBDR,0.003196
CEPDR,SMDDL,-0.005212
CEPDR,URADR,0.007942
CEPDR,URBR,0.006581
CEPDR,URXR,0.103791
CEPDR,URYDR,0.010539
CEPVL,ADLL,-0.001661
CEPVL,AVEL,-0.019589
CEPVL,AVER,-0.009068
CEPVL,IL1VL,-0.012662
CEPVL,OLLL,-0.000668
CEPVL,OLQVL,-0.013834
CEPVL,RIAL,0.039406
CEPVL,RIBL,-0.006137
CEPVL,RICL,0.037593
CEPVL,RICR,-0.019116
CEPVL,RIH,0.017896
CEPVL,RIPL,-0.020390
CEPVL,RMDDL,0.004033
CEPVL,SMBVL,-0.003039
CEPVL,SMDDL,-0.000179
CEPVL,SMDVR,-0.036791
CEPVL,URAVL,-0.011448
CEPVL,URBL,0.148731
CEPVL,URXL,-0.006759
CEPVL,URYVL,-0.023926
CEPVR,ASGR,0.043498
CEPVR,AVBR,-0.005834
CEPVR,AVEL,-0.008043
CEPVR,AVER,-0.007828
CEPVR,IL1VR,-0.005454
CEPVR,IL2VR,0.013789
CEPVR,OLLR,-0.021698
CEPVR,OLQVR,-0.039533
CEPVR,RIBR,-0.011398
CEPVR,RICL,-0.005556
CEPVR,RICR,0.007531
CEPVR,RIH,0.012626
CEPVR,RIVL,-0.005660
CEPVR,RMDDR,0.006031
CEPVR,RMDR,-0.019158
CEPVR,SMBVR,0.015861
CEPVR,SMDVL,0.003895
CEPVR,URAVR,-0.044340
CEPVR,URBR,0.032951
CEPVR,URXR,0.009692
CEPVR,URYVR,-0.008104
FLPL,ADAL,0.009621
FLPL,ADAR,-0.016663
FLPL,ADEL,0.080264
FLPL,ADER,0.060857
FLPL,AVAL,-0.020795
FLPL,AVAR,-0.007410
FLPL,AVBL,-0.004450
FLPL,AVBR,0.001155
FLPL,AVDL,0.005073
FLPL,AVDR,0.002836
FLPL,AVEL,-0.007579
FLPL,AVER,-0.011400
FLPL,AVJL,0.020624
FLPL,AVKR,-0.029451
FLPL,FLPR,0.013224
FLPL,RIH,-0.004800
FLPL,RIML,0.005645
FLPL,RIS,-0.004845
FLPR,ADAR,-0.014911
FLPR,ADER,0.048323
FLPR,AVAL,-0.019681
FLPR,AVAR,-0.003992
FLPR,AVBL,-0.003014
FLPR,AVBR,0.015713
