arm,seed,window_end,success
rn_hebbian,10,500,18.40
rn_hebbian,10,750,15.60
rn_hebbian,10,1000,18.00
rn_hebbian,11,250,0.40
rn_hebbian,11,500,0.00
rn_hebbian,11,750,0.40
rn_hebbian,11,1000,0.00
rn_hebbian,12,250,42.40
rn_hebbian,12,500,43.20
rn_hebbian,12,750,35.20
rn_hebbian,12,1000,43.20
rn_hebbian,13,250,1.20
rn_hebbian,13,500,1.20
rn_hebbian,13,750,1.60
rn_hebbian,13,1000,1.60
rn_hebbian,14,250,16.80
rn_hebbian,14,500,9.20
rn_hebbian,14,750,15.60
rn_hebbian,14,1000,18.00
rn_hebbian,15,250,0.40
rn_hebbian,15,500,0.40
rn_hebbian,15,750,0.00
rn_hebbian,15,1000,0.00
rn_hebbian,16,250,42.80
rn_hebbian,16,500,45.20
rn_hebbian,16,750,44.80
rn_hebbian,16,1000,46.00
wt_hebbian_count,1,250,7.20
wt_hebbian_count,1,500,7.20
wt_hebbian_count,1,750,7.20
wt_hebbian_count,1,1000,8.00
wt_hebbian_count,2,250,2.00
wt_hebbian_count,2,500,2.00
wt_hebbian_count,2,750,0.40
wt_hebbian_count,2,1000,0.00
wt_hebbian_count,3,250,63.20
wt_hebbian_count,3,500,61.60
wt_hebbian_count,3,750,66.00
wt_hebbian_count,3,1000,61.60
wt_hebbian_count,3,1250,64.40
wt_hebbian_count,3,1500,67.60
wt_hebbian_count,4,250,0.40
wt_hebbian_count,4,500,0.80
wt_hebbian_count,4,750,1.60
wt_hebbian_count,4,1000,0.40
wt_hebbian_count,5,250,16.80
wt_hebbian_count,5,500,16.40
wt_hebbian_count,5,750,16.00
wt_hebbian_count,5,1000,19.20
wt_hebbian_count,6,250,0.80
wt_hebbian_count,6,500,0.80
wt_hebbian_count,6,750,0.40
wt_hebbian_count,6,1000,0.80
wt_hebbian_count,7,250,0.00
wt_hebbian_count,7,500,0.00
wt_hebbian_count,7,750,0.00
wt_hebbian_count,7,1000,0.00
wt_hebbian_count,8,250,0.80
wt_hebbian_count,8,500,1.60
wt_hebbian_count,8,750,0.40
wt_hebbian_count,8,1000,0.40
wt_hebbian_count,9,250,5.60
wt_hebbian_count,9,500,5.60
wt_hebbian_count,9,750,3.60
wt_hebbian_count,9,1000,9.20
wt_hebbian_count,10,250,14.00
wt_hebbian_count,10,500,16.40
wt_hebbian_count,10,750,18.00
wt_hebbian_count,10,1000,14.00
wt_hebbian_count,11,250,0.80
wt_hebbian_count,11,500,1.60
wt_hebbian_count,11,750,0.40
wt_hebbian_count,11,1000,2.00
wt_hebbian_count,12,250,49.60
wt_hebbian_count,12,500,47.60
wt_hebbian_count,12,750,41.20
wt_hebbian_count,12,1000,48.80
wt_hebbian_count,13,250,75.60
wt_hebbian_count,13,500,79.60
wt_hebbian_count,13,750,72.80
wt_hebbian_count,13,1000,81.20
wt_hebbian_count,14,250,1.20
wt_hebbian_count,14,500,0.80
wt_hebbian_count,14,750,0.80
wt_hebbian_count,14,1000,0.80
wt_hebbian_count,15,250,0.00
wt_hebbian_count,15,500,0.00
wt_hebbian_count,15,750,0.00
wt_hebbian_count,15,1000,0.00
wt_hebbian_count,16,250,3.60
wt_hebbian_count,16,500,1.60
wt_hebbian_count,16,750,2.40
wt_hebbian_count,16,1000,3.20
rn_hebbian_count,1,250,0.00
rn_hebbian_count,1,500,0.00
rn_hebbian_count,1,750,0.00
rn_hebbian_count,1,1000,0.00
rn_hebbian_count,2,250,36.00
rn_hebbian_count,2,500,40.80
rn_hebbian_count,2,750,27.60
rn_hebbian_count,2,1000,36.00
rn_hebbian_count,3,250,56.40
rn_hebbian_count,3,500,60.80
rn_hebbian_count,3,750,56.00
rn_hebbian_count,3,1000,56.40
rn_hebbian_count,4,250,44.00
rn_hebbian_count,4,500,48.00
rn_hebbian_count,4,750,43.60
rn_hebbian_count,4,1000,49.20
rn_hebbian_count,5,250,0.00
rn_hebbian_count,5,500,1.20
rn_hebbian_count,5,750,0.00
rn_hebbian_count,5,1000,0.00
rn_hebbian_count,6,250,1.20
rn_hebbian_count,6,500,1.60
rn_hebbian_count,6,750,1.20
rn_hebbian_count,6,1000,0.80
rn_hebbian_count,7,250,0.40
rn_hebbian_count,7,500,0.80
rn_hebbian_count,7,750,0.00
rn_hebbian_count,7,1000,0.00
rn_hebbian_count,8,250,0.00
rn_hebbian_count,8,500,0.40
rn_hebbian_count,8,750,0.00
rn_hebbian_count,8,1000,0.00
rn_hebbian_count,9,250,0.00
rn_hebbian_count,9,500,0.00
rn_hebbian_count,9,750,0.00
rn_hebbian_count,9,1000,0.00
rn_hebbian_count,10,250,30.80
rn_hebbian_count,10,500,29.20
rn_hebbian_count,10,750,31.60
rn_hebbian_count,10,1000,34.00
rn_hebbian_count,10,1250,24.80
rn_hebbian_count,10,1500,31.60
rn_hebbian_count,11,250,37.60
rn_hebbian_count,11,500,33.60
rn_hebbian_count,11,750,38.80
rn_hebbian_count,11,1000,43.20
rn_hebbian_count,12,250,0.00
rn_hebbian_count,12,500,0.80
rn_hebbian_count,12,750,0.00
rn_hebbian_count,12,1000,0.80
rn_hebbian_count,13,250,5.20
rn_hebbian_count,13,500,6.80
rn_hebbian_count,13,750,3.20
rn_hebbian_count,13,1000,3.20
rn_hebbian_count,14,250,2.80
rn_hebbian_count,14,500,2.00
rn_hebbian_count,14,750,1.60
rn_hebbian_count,14,1000,1.60
rn_hebbian_count,15,250,0.00
rn_hebbian_count,15,500,0.00
rn_hebbian_count,15,750,0.00
rn_hebbian_count,15,1000,0.00
rn_hebbian_count,16,250,3.60
rn_hebbian_count,16,500,2.00
rn_hebbian_count,16,750,2.80
rn_hebbian_count,16,1000,1.60
