run,config_name,total_food,food_competition_events,proximity_events,agents_alive_at_end,mean_success,food_gini_coefficient,social_feeding_events,aggregation_index,alarm_evasion_events,food_sharing_events,territorial_index,alarm_response_rate
1379,mlpppo_small_5agents_mixed_phenotype_oracle,45,7,1005,0,0.8000,0.0889,1005,0.8640,0,0,0.0191,0.0000
1380,mlpppo_small_5agents_mixed_phenotype_oracle,47,6,995,0,0.8000,0.0511,995,0.8319,0,0,0.0723,0.0000
1381,mlpppo_small_5agents_mixed_phenotype_oracle,49,4,904,0,0.8000,0.0163,904,0.7779,0,0,0.0378,0.0000
1382,mlpppo_small_5agents_mixed_phenotype_oracle,43,4,1244,0,0.6000,0.1023,1245,0.8715,0,0,0.0709,0.0000
1383,mlpppo_small_5agents_mixed_phenotype_oracle,39,8,1144,0,0.4000,0.1846,1142,0.8751,0,0,0.0907,0.0000
1384,mlpppo_small_5agents_mixed_phenotype_oracle,49,4,1091,0,0.8000,0.0163,1092,0.7688,0,0,0.1188,0.0000
1385,mlpppo_small_5agents_mixed_phenotype_oracle,43,3,1196,0,0.4000,0.0744,1197,0.8423,0,0,0.0406,0.0000
1386,mlpppo_small_5agents_mixed_phenotype_oracle,39,8,1279,0,0.4000,0.1538,1278,0.8526,0,0,0.1682,0.0000
1387,mlpppo_small_5agents_mixed_phenotype_oracle,42,7,1230,0,0.4000,0.1143,1227,0.8634,0,0,0.1311,0.0000
1388,mlpppo_small_5agents_mixed_phenotype_oracle,45,4,1212,0,0.6000,0.0711,1214,0.8087,0,0,0.1031,0.0000
1389,mlpppo_small_5agents_mixed_phenotype_oracle,46,5,1158,0,0.8000,0.0696,1162,0.8385,0,0,0.0935,0.0000
1390,mlpppo_small_5agents_mixed_phenotype_oracle,47,7,1045,0,0.8000,0.0511,1046,0.8236,0,0,0.1001,0.0000
1391,mlpppo_small_5agents_mixed_phenotype_oracle,46,7,1015,0,0.8000,0.0696,1017,0.8432,0,0,0.1245,0.0000
1392,mlpppo_small_5agents_mixed_phenotype_oracle,50,6,1121,0,1.0000,0.0000,1121,0.8382,0,0,0.0926,0.0000
1393,mlpppo_small_5agents_mixed_phenotype_oracle,39,8,1063,0,0.6000,0.2051,1063,0.8463,0,0,0.3072,0.0000
1394,mlpppo_small_5agents_mixed_phenotype_oracle,47,4,1183,0,0.8000,0.0511,1182,0.8459,0,0,0.0606,0.0000
1395,mlpppo_small_5agents_mixed_phenotype_oracle,49,3,1139,0,0.8000,0.0163,1140,0.8183,0,0,0.0941,0.0000
1396,mlpppo_small_5agents_mixed_phenotype_oracle,50,3,1090,0,1.0000,0.0000,1092,0.8440,0,0,0.1112,0.0000
1397,mlpppo_small_5agents_mixed_phenotype_oracle,50,3,1184,0,1.0000,0.0000,1187,0.8366,0,0,0.0638,0.0000
1398,mlpppo_small_5agents_mixed_phenotype_oracle,49,8,994,0,0.8000,0.0163,996,0.8256,0,0,0.0682,0.0000
