run,total_food,food_competition_events,proximity_events,agents_alive_at_end,mean_success,food_gini_coefficient,social_feeding_events,aggregation_index,alarm_evasion_events,food_sharing_events,territorial_index,alarm_response_rate
3416,50,5,940,0,1.0000,0.0000,0,0.8004,0,0,0.0649,0.0000
3417,46,11,1149,0,0.8000,0.0696,0,0.8714,0,0,0.0719,0.0000
3418,50,2,912,0,1.0000,0.0000,0,0.8283,0,0,0.1054,0.0000
3419,50,10,1222,0,1.0000,0.0000,0,0.8751,0,0,0.0637,0.0000
3420,48,12,1022,0,0.8000,0.0333,0,0.8450,0,0,0.0938,0.0000
3421,42,9,1345,0,0.4000,0.1048,0,0.8540,0,0,0.0581,0.0000
3422,49,5,1003,0,0.8000,0.0163,0,0.8610,0,0,0.1165,0.0000
3423,44,10,1121,0,0.6000,0.0909,0,0.8865,0,0,0.0889,0.0000
3424,50,2,862,0,1.0000,0.0000,0,0.8045,0,0,0.0648,0.0000
3425,50,6,974,0,1.0000,0.0000,0,0.7940,0,0,0.0395,0.0000
3426,50,4,806,0,1.0000,0.0000,0,0.7512,0,0,0.0842,0.0000
3427,49,7,1048,0,0.8000,0.0163,0,0.8582,0,0,0.0641,0.0000
3428,48,13,1217,0,0.8000,0.0333,0,0.8246,0,0,0.0555,0.0000
3429,49,9,1020,0,0.8000,0.0163,0,0.8322,0,0,0.0915,0.0000
3430,48,5,985,0,0.8000,0.0333,0,0.7688,0,0,0.0591,0.0000
3431,49,4,1084,0,0.8000,0.0163,0,0.8472,0,0,0.0688,0.0000
3432,50,7,969,0,1.0000,0.0000,0,0.7627,0,0,0.0478,0.0000
3433,50,5,812,0,1.0000,0.0000,0,0.7803,0,0,0.0737,0.0000
3434,50,4,749,0,1.0000,0.0000,0,0.8012,0,0,0.0676,0.0000
3435,50,4,677,0,1.0000,0.0000,0,0.7295,0,0,0.1209,0.0000
3436,45,10,1201,0,0.6000,0.0711,0,0.8714,0,0,0.0680,0.0000
3437,49,10,1110,0,0.8000,0.0163,0,0.8665,0,0,0.0759,0.0000
3438,47,8,1089,0,0.6000,0.0426,0,0.9045,0,0,0.0726,0.0000
3439,40,7,1176,0,0.4000,0.1600,0,0.9086,0,0,0.1729,0.0000
3440,39,5,1289,0,0.2000,0.1026,0,0.8746,0,0,0.1291,0.0000
3441,48,4,887,0,0.8000,0.0333,0,0.8228,0,0,0.1185,0.0000
